datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Seasonal,Weekday Name,Sales Price,Comp Price,Competitor2,Competitor3,Competitor4,Competitor5,MRP,Cost of Manufacturing,inflation rate,Demand Score,discount rate,Margin,Inventory levels,Govt regulations,Expiry days
5/29/2014,4,5.34,6.3,27,13,0,0,2,2014,5,Thursday,11.78,12.28,11.54,10.74,10.8,10.8,13.85,5.06,2.1,1.49,5,58.9,133.87,19.6,77
5/30/2014,3.02,2.02,2,21.5,14,0,0,5,2014,5,Friday,14.98,15.17,14.8,15.03,14.81,14.32,17.84,7.72,2.1,4.99,18,42.87,129.87,19.6,75
5/31/2014,5.67,3.34,2,28,10,0,15,2,2014,5,Saturday,13.8,14.76,12.65,14.54,15,14.24,16.69,6.64,2.1,4.48,7,52.97,126.85,19.6,77
6/1/2014,1,0.68,1,10,4,1,1,3,2014,6,Sunday,9.2,9.03,9.53,9.86,8.89,8.77,11.35,4.03,2.1,1.84,13,54.23,121.18,19.6,90
6/2/2014,4,4.34,10,23.3,16,3,0,3,2014,6,Monday,7.7,8.04,7.74,7.47,7.62,7.25,9.13,4.2,2.1,0.92,19,38.78,120.18,19.6,89
6/3/2014,3,2,2.4,24,7,2,5,3,2014,6,Tuesday,8.08,8.82,7.34,7.89,7.56,8.87,9.93,4.59,2.1,0.47,6,45.06,116.18,19.6,44
6/4/2014,1,4.68,3.5,24,6,0,1,2.5,2014,6,Wednesday,9.14,8.32,10.05,8.24,9.83,9.37,10.77,5.41,2.1,1.03,5,43.36,113.18,19.6,67
6/5/2014,0.34,4.68,4.5,22.5,4,0,0,5,2014,6,Thursday,8.92,9.5,9.02,8.39,9.02,9.77,11.23,4.18,2.1,1.93,8,53.69,112.18,19.6,56
6/6/2014,5,1.68,3,16.625,15,2,1,5,2014,6,Friday,9.52,9.23,10.14,10.45,9.09,9.89,11.31,4,2.1,0.86,8,58.48,111.84,19.6,35
6/7/2014,9,3.68,7.5,33,8,1,6,7,2014,6,Saturday,8.25,7.46,7.84,8.84,8.05,8.97,10.19,3.5,2.1,2.45,14,55.15,106.84,19.6,69
6/8/2014,1,2,3,11,8,0,6,2,2014,6,Sunday,8.41,7.61,8.49,8.5,8.41,8.87,10.64,3.44,2.1,3.05,9,59.14,97.84,19.6,78
6/9/2014,6.33,1.34,5,18,17,4,0,11,2014,6,Monday,7.55,7.51,7.52,7.43,8.05,6.86,8.84,4.34,2.1,2.61,12,40.62,96.84,19.6,43
6/10/2014,8.68,2.68,4.3,23,16,2,2,6.5,2014,6,Tuesday,11.14,10.44,10.22,10.22,11.58,10.35,13.42,5.28,2.1,0.94,8,53.17,90.51,19.6,84
6/11/2014,4.34,0.68,2.3,12.5,16,2,12,9,2014,6,Wednesday,8.82,9.05,8.45,8.25,7.95,8.03,10.76,4.61,2.1,4.3,17,42.75,81.83,19.6,71
6/12/2014,4.34,3,1,15.8,12,0,2,3,2014,6,Thursday,7.02,7.44,6.99,7.47,6.39,7.47,9.03,3.26,2.1,3.5,9,53.61,77.49,19.6,60
6/13/2014,1,2.68,5,10,11,0,3,1,2014,6,Friday,9.57,9.55,9.84,9.4,10.46,9.51,11.44,5.55,2.1,5.39,6,43.91,73.15,19.6,69
6/14/2014,4,5.02,6,8,10,0,1,3,2014,6,Saturday,7.17,6.61,6.79,7.81,7.09,6.99,9.1,3.65,2.1,0.02,12,47.41,72.15,19.6,45
6/15/2014,0.34,2,0,8,5,0,0,3.3,2014,6,Sunday,10.08,9.87,10.81,10.39,10.28,10.53,11.65,5.9,2.1,5.36,15,37.4,68.15,19.6,41
6/16/2014,4.34,4.34,7.4,12.2,11,0,5,5,2014,6,Monday,10.45,9.61,11.1,10.26,9.68,9.98,13.38,5.45,2.1,2.12,17,42.88,67.81,19.6,68
6/17/2014,5,2.34,4,14,12,2,0,3,2014,6,Tuesday,9.72,9.6,9.99,9.02,10.26,10.3,11.39,4.91,2.1,4.08,8,50.08,63.47,19.6,33
6/18/2014,2,2,4.7,18,6,0,1,3,2014,6,Wednesday,10.68,10.69,11.5,10.06,9.66,10.58,12.97,5.98,2.1,6.71,11,42.81,58.47,19.6,39
6/19/2014,3,3.33,1,14,8,0,0,1,2014,6,Thursday,6.89,7.32,7.18,6.21,6.48,6.47,7.93,4.01,2.1,0.55,6,43.71,56.47,19.6,62
6/20/2014,7.34,2.02,3,14.5,9,0,3,6,2014,6,Friday,8.67,9,9.49,7.88,8,7.88,11.18,3.66,2.1,3.74,13,55.89,53.47,19.6,79
6/21/2014,6,5.68,2,16,12,3,0,3,2014,6,Saturday,8.99,8.21,8.5,9.34,8.85,8.69,11.53,4.45,2.1,2.49,17,45.78,46.13,19.6,36
6/22/2014,4,1.02,4,18,8,0,2,3,2014,6,Sunday,10.61,10.1,9.68,10.28,9.6,9.91,12.49,6.23,2.1,4.51,7,42.6,40.13,19.6,43
6/23/2014,2.34,7.68,3,25.2,12,0,2,3,2014,6,Monday,8.48,8.92,7.76,7.87,8.7,7.67,10.58,3.57,2.1,4.6,6,59.29,36.13,19.6,69
6/24/2014,3,5.14,4,16.2,23,0,2,4,2014,6,Tuesday,7.77,8.18,8.09,7.59,7.88,8.39,9.2,4.63,2.1,3.84,7,41.75,33.79,19.6,44
6/25/2014,8,5.34,7,33.8,19,0,0,1,2014,6,Wednesday,8.12,7.51,8.05,8.24,7.56,8.56,9.54,3.52,2.1,1.07,13,54.7,30.79,19.6,46
6/26/2014,3,2,11.3,19.3,14,0,0,1,2014,6,Thursday,7.39,6.82,7.87,6.93,7.66,7.56,9.18,3.03,2.1,3.41,15,56.15,249,19.6,35
6/27/2014,4.34,1,6,32.3,13,0,1,3,2014,6,Friday,9.34,10.07,9.71,9.3,9.62,8.6,12.07,5.24,2.1,2.03,16,39.28,246,19.6,73
6/28/2014,0.34,5.34,5,20,14,1,1,5,2014,6,Saturday,8.36,8.79,8,9.08,8.92,8.1,10.19,3.8,2.1,5.02,12,53.04,241.66,19.6,49
6/29/2014,0,1,1,10,1,0,0,1,2014,6,Sunday,7.16,7.34,6.5,6.66,7.34,6.57,8.38,3.67,2.1,0.02,5,50.95,241.32,19.6,62
6/30/2014,6,5.34,1,25,6,0,0,0,2014,6,Monday,8.01,8.55,7.7,8.54,8.52,8.56,9.33,3.31,2.1,1.96,7,59.61,241.32,19.6,61
7/1/2014,4.34,2.34,2,19,10,0,0,2,2014,7,Tuesday,14.8,14.86,16.19,13.59,14.33,13.74,18.49,7.7,2,7.63,10,47.45,235.32,19.6,43
7/2/2014,3,0.34,4,21.6,7,0,6,3,2014,7,Wednesday,12.4,13.44,11.71,12.51,11.17,12.28,14.53,5.5,2,1.37,16,52,230.98,19.6,65
7/3/2014,2.33,5.68,7,12.5,7,2,0,2,2014,7,Thursday,9.99,10.35,10.08,10.92,9.72,10.89,12.3,5.25,2,3.22,10,46.92,227.98,19.6,58
7/4/2014,4.34,4.7,7,10.5,14,0,2,3,2014,7,Friday,12.36,13.36,12.67,11.28,13.19,13.04,14.7,6.06,2,0,10,50.48,225.65,19.6,76
7/5/2014,3.34,4.34,6,37,11,1,0,0,2014,7,Saturday,12.79,11.73,11.65,12.25,13.97,13.7,16.01,7.32,2,2.56,11,41.54,221.31,19.6,38
7/6/2014,4,2,3,10.2,9,0,0,0,2014,7,Sunday,11.24,11.31,10.44,10.35,11.99,10.98,14,6.39,2,0.57,6,45.02,217.97,19.6,78
7/7/2014,2,3.34,4,13,11,0,0,4,2014,7,Monday,9.76,9.71,9.44,9.26,10.41,9.17,12.63,5.41,2,4.82,16,40.01,213.97,19.6,68
7/8/2014,6.34,2.34,3,14,3,0,5,1,2014,7,Tuesday,11,10.31,11.56,9.9,10.11,11.23,12.7,4.81,2,3.72,18,51.52,211.97,19.6,61
7/9/2014,3,6.34,5,13,6,4,0,2.2,2014,7,Wednesday,12.98,12.85,12.9,12.29,13.67,11.78,16.29,5.35,2,5.27,18,54.3,205.63,19.6,73
7/10/2014,2.33,4.66,8,21.2,32,0,5,4,2014,7,Thursday,14.68,13.48,14.13,14.91,14.14,14.6,17,8.45,2,3.52,14,39.15,202.63,19.6,36
7/11/2014,2,1.68,3.2,16.5,17,0,5,1,2014,7,Friday,9.52,10.1,10.45,9.1,10.46,10.25,11.14,5.23,2,0.1,6,46.87,200.3,19.6,38
7/12/2014,8.34,2.68,10.5,28.1,12,3,12,4,2014,7,Saturday,11.05,10.57,10.66,11.73,11.44,10.17,13.49,5.37,2,3.51,12,49.8,198.3,19.6,88
7/13/2014,2,1.34,1,17,2,0,0,0,2014,7,Sunday,10.38,9.4,10.2,11.23,10.96,10.66,12.55,5.39,2,8.01,12,46.36,189.96,19.6,40
7/14/2014,5,3.04,3,11.8,19,1,2,2,2014,7,Monday,10.65,11.24,10.84,10.27,11.24,10.14,13.6,5.54,2,1.29,13,45.64,187.96,19.6,80
7/15/2014,3.34,1.68,1,15.6,18,0,0,1.3,2014,7,Tuesday,9.32,9.5,8.63,9.47,9.4,8.55,11.55,5.13,2,5.19,9,45.01,182.96,19.6,36
7/16/2014,4,3.34,3,13,12,1,4,0,2014,7,Wednesday,14.6,15.09,14.16,14.04,14.43,15.03,17.74,6.77,2,3.66,5,55.63,179.62,19.6,80
7/17/2014,2,3,5,25,14,1,0,1,2014,7,Thursday,10.43,9.56,10.06,11.35,10.26,10.12,12.74,4.42,2,1.68,8,58.12,175.62,19.6,56
7/18/2014,9,2.34,1.5,14.2,6,3,0,4,2014,7,Friday,10.27,10.29,10.25,10.65,10.79,10.98,12.86,5.96,2,3.02,17,36.44,173.62,19.6,81
7/19/2014,7.33,7.02,6,8.4,10,0,6,6,2014,7,Saturday,10.43,10.38,9.77,10.54,10.77,10.1,12.22,5.88,2,4.27,10,43.05,164.62,19.6,66
7/20/2014,3,0.34,1,8,5,0,0,0.1,2014,7,Sunday,13.43,12.09,12.24,14.06,13.09,12.94,17.22,5.72,2,0.15,12,56,157.29,19.6,75
7/21/2014,3,4.68,8,20,13,1,0,2,2014,7,Monday,15.31,15.88,16.23,15.88,15.56,14.5,17.79,8.59,2,4.95,17,38.55,154.29,19.6,53
7/22/2014,5,5.68,3,9,7,0,1,2,2014,7,Tuesday,12.27,13.32,12.27,12.04,12.31,12.25,15.51,6.87,2,0.81,5,46.42,151.29,19.6,60
7/23/2014,2.67,6.37,2,8,19,0,0,3,2014,7,Wednesday,9.97,10.84,9.94,10.16,10.37,9.62,12.39,5.54,2,5.05,15,40.57,146.29,19.6,58
7/24/2014,5.34,2,4.4,23,5,0,0,2,2014,7,Thursday,13.84,14.38,12.59,13.72,13.74,14.97,16.18,6.7,2,2.29,9,51.64,143.62,19.6,89
7/25/2014,5,2.02,7.5,10,15,1,1,2,2014,7,Friday,9.85,9.32,10.64,9.33,10.07,10.01,12.52,5.66,2,4.31,10,41.96,138.28,19.6,70
7/26/2014,4,6.68,6.2,36.2,13,0,0,4,2014,7,Saturday,13.27,14.08,13.65,13.06,14.2,12,17.05,6.2,2,4.45,18,48.2,133.28,19.6,30
7/27/2014,3,1.34,2,10,5,0,6,1,2014,7,Sunday,14.53,15.44,15.48,14.78,15.89,15.04,17.77,6.1,2,5.45,18,53.46,129.28,19.6,39
7/28/2014,2,1.34,2,9.1,9,0,0,2,2014,7,Monday,10.83,11.1,11.49,10.31,10.92,10.99,13.72,4.84,2,1.24,13,53.3,126.28,19.6,36
7/29/2014,2.34,0.68,1,13,15,3,0,5,2014,7,Tuesday,12.53,12.1,12.55,12,12.61,12.32,15.79,5.13,2,1.66,6,60.4,124.28,19.6,62
7/30/2014,0.68,1.34,5,13.5,14,0,6,4.5,2014,7,Wednesday,11.49,12.18,12.5,12.29,10.4,12.45,13.94,6.57,2,3.58,13,40.25,121.94,19.6,70
7/31/2014,3,0.34,4,10.5,8,0,0,1,2014,7,Thursday,10.06,9.76,10.93,10.13,10.01,9.47,11.92,4.88,2,0.34,6,53.09,121.26,19.6,69
8/1/2014,2,1,2.2,14,17,1,0,1,2014,8,Friday,14.25,13.81,15.41,15.38,15.18,15.49,18.21,7.22,1.7,0.78,10,48.82,118.26,19.6,72
8/2/2014,5,2.01,6,29,12,0,5,3,2014,8,Saturday,15.94,15.61,17.48,16.72,16.69,15.09,19.37,7.18,1.7,2.29,12,53.47,116.26,19.6,69
8/3/2014,5,1,3,6,5,5,0,0,2014,8,Sunday,13.65,14.81,14.26,13.05,12.46,14.91,16.68,5.56,1.7,4.39,14,56.94,111.26,19.6,84
8/4/2014,4,5.02,6,21.5,14,0,0,4,2014,8,Monday,12.62,11.5,12.6,12.98,12.1,12.09,14.65,6.04,1.7,4.24,19,46.28,106.26,19.6,79
8/5/2014,2,1.34,3,17.1,9,0,0,0,2014,8,Tuesday,16.01,16.87,17.6,17.06,14.78,16.58,19.32,7.1,1.7,5.53,19,50.23,102.26,19.6,68
8/6/2014,6,5,1.4,17,7,1,1,1,2014,8,Wednesday,13.64,12.62,13.54,13.45,12.89,12.5,15.77,7.27,1.7,0.61,19,40.18,100.26,19.6,34
8/7/2014,3.34,2.68,3,33,13,1,0,2,2014,8,Thursday,10.53,10.29,9.84,11.47,10.11,10.45,13.6,4.48,1.7,4.01,13,55.54,94.26,19.6,59
8/8/2014,5.02,4.02,5,13,12,3,2,2,2014,8,Friday,11.84,11.16,11.85,12.28,11.5,12.13,14.94,5.07,1.7,4.59,7,58.14,90.92,19.6,58
8/9/2014,4,1.34,6,19,24,3,0,5.9,2014,8,Saturday,15.25,15.47,16.21,16.26,16.25,15.98,19.49,7.67,1.7,4.91,18,44.24,85.9,19.6,56
8/10/2014,4,0.34,4,3,4,0,0,2,2014,8,Sunday,11.11,12,10.31,11.55,10.5,11.53,12.8,5.77,1.7,0.02,9,48.12,81.9,19.6,81
8/11/2014,8,5.36,9.2,20,18,0,0,2,2014,8,Monday,10.49,9.46,11.2,11.03,11.19,9.76,12.65,6.08,1.7,5.49,16,37.27,77.9,19.6,56
8/12/2014,0,1.36,4.5,10,8,1,0,4.6,2014,8,Tuesday,12.51,12.23,12.95,11.85,12.38,13.21,14.89,6.37,1.7,0.56,13,46.79,69.9,19.6,37
8/13/2014,1.34,3.34,1,20.3,11,0,0,7,2014,8,Wednesday,10.93,11.91,11.53,11.74,10.09,11.5,13.44,4.94,1.7,0.39,5,56.75,69.9,19.6,83
8/14/2014,4,2.34,6,14.4,13,0,0,6,2014,8,Thursday,15.22,15.61,16.37,14.26,16.65,13.72,19.06,8.85,1.7,3.24,6,43.76,68.56,19.6,61
8/15/2014,4.34,4.02,7,13.2,15,2,3,2,2014,8,Friday,12.59,12.99,12.81,12.79,12.31,12.38,15.92,6.44,1.7,5.19,10,48.33,64.56,19.6,88
8/16/2014,8,2.43,5,19,27,2,0,1,2014,8,Saturday,12.25,13.11,11.47,11.59,12.24,12.69,14.37,5.74,1.7,1.87,14,50.47,60.22,19.6,61
8/17/2014,0.34,0.68,2,6.5,7,0,0,1,2014,8,Sunday,11.09,10.98,11.58,12,10.57,10.68,12.91,5.87,1.7,6.82,19,40.59,52.22,19.6,88
8/18/2014,4.34,6,3.1,16.5,21,3,10,2,2014,8,Monday,15.85,16.38,16.71,14.73,16.51,15.73,18.77,8.97,1.7,0.71,17,38.01,51.88,19.6,81
8/19/2014,11.34,6.35,5,16.1,13,1,3,1.1,2014,8,Tuesday,14.34,13.1,15.64,14.07,15.09,15.77,18.64,7.41,1.7,3.52,10,47.8,47.54,19.6,39
8/20/2014,5.34,5.34,1.4,9,10,2,0,1,2014,8,Wednesday,10.85,11.47,11.14,9.8,11.62,10.82,12.49,4.69,1.7,0.03,8,57.29,36.2,19.6,77
8/21/2014,3,1,2,18,16,1,0,2.2,2014,8,Thursday,13.09,14.12,13.82,12.2,13.57,12.46,15.87,6.91,1.7,4.89,8,47.84,30.86,19.6,76
8/22/2014,6.34,1.34,5,19,15,0,0,1,2014,8,Friday,13.35,14.06,14.3,12.92,12.44,13.27,15.49,6.74,1.7,1.49,14,46.63,240,19.6,37
8/23/2014,3,3.02,1,25.6,5,0,0,4,2014,8,Saturday,12.26,11.68,12.35,12.61,13.29,11.47,14.6,5.47,1.7,0.55,7,56.39,233.66,19.6,50
8/24/2014,3,2.175,3,7,12,0,1,0,2014,8,Sunday,9.75,10.01,8.92,10.56,10.56,10.68,11.6,5.21,1.7,2.38,9,46.62,230.66,19.6,50
8/25/2014,4.01,3.175,3,21.2,21,0,0,0,2014,8,Monday,15.43,14.46,16.39,16.89,15.91,15.8,19.96,9.26,1.7,1.23,17,34.27,227.66,19.6,83
8/26/2014,2.34,5.34,3,31,14,1,1,3,2014,8,Tuesday,11.47,12.29,12.29,10.33,11.55,11.96,14.86,6.14,1.7,5.06,10,45.93,223.65,19.6,54
8/27/2014,3.34,8.02,4,21,14,0,0,3,2014,8,Wednesday,13.16,12.5,13.39,13.66,11.95,13.24,15.59,7.77,1.7,2.73,19,33.73,221.31,19.6,74
8/28/2014,2.34,5.36,6,32.67,19,0,4,0,2014,8,Thursday,15.76,14.23,16.52,15.27,15.63,14.78,19.66,8.5,1.7,5,6,47.84,217.97,19.6,73
8/29/2014,6.34,3.68,5,26.28,18,1,0,3,2014,8,Friday,13.3,12.73,14.41,13,13.92,14.32,16.23,6.95,1.7,0.81,8,48.36,215.63,19.6,62
8/30/2014,3.68,3.02,7,13,13,1,0,4,2014,8,Saturday,12.2,12.34,11.02,12.15,11.09,12.75,14.58,6.57,1.7,6.11,6,47.92,209.29,19.6,82
8/31/2014,0,2.68,1,15,13,0,7,2,2014,8,Sunday,14.81,13.36,13.43,15.54,15.22,15.19,18.38,8.27,1.7,4.56,8,44.82,205.61,19.6,79
9/1/2014,3.34,1.715,1,15.5,15,0,0,5.5,2014,9,Monday,15.33,13.91,14,15.43,15.44,16.59,18.64,6.84,1.7,0.65,15,52.28,205.61,19.6,33
9/2/2014,2.34,4.68,5.2,20.14,7,0,2,3,2014,9,Tuesday,15.51,16.51,14.78,16.15,16.45,14.09,19.79,7.82,1.7,4.11,6,51.24,202.27,19.6,79
9/3/2014,7,6.34,4,22.18,12,0,2,3,2014,9,Wednesday,10.65,10.29,11.51,11.48,10.79,10.58,13.64,6.38,1.7,1.97,10,39.49,199.93,19.6,57
9/4/2014,5.68,5.34,3,17.6,21,1,0,1,2014,9,Thursday,10.14,10.01,9.75,9.88,9.2,9.36,12.34,4.91,1.7,4.83,7,52.67,192.93,19.6,69
9/5/2014,4,0.779,3,15.6,15,2,0,2,2014,9,Friday,11.94,13.1,10.9,13.08,11.99,12.82,14.75,6.51,1.7,4.94,9,45.53,187.25,19.6,86
9/6/2014,5.34,5,2.4,15.7,30,2,5,3.1,2014,9,Saturday,16.2,17.34,14.65,15.23,15.43,17.19,18.89,6.72,1.7,4.61,16,55.11,183.25,19.6,31
9/7/2014,2,5.515,5,7,9,0,0,1,2014,9,Sunday,15.87,14.62,15.78,17.44,15.53,15.15,19.37,7.33,1.7,0.38,19,48.16,177.91,19.6,70
9/8/2014,1,5.36,3.5,20.8,15,0,1,4,2014,9,Monday,12.71,11.48,11.67,12.25,12.76,13.29,15.95,7.56,1.7,0.01,9,40.58,175.91,19.6,61
9/9/2014,6.34,2.34,4,29.2,17,0,2,1.2,2014,9,Tuesday,13.94,14.99,14.95,12.71,12.85,14.84,16.09,6.19,1.7,2.44,18,50.77,174.91,19.6,39
9/10/2014,4.34,3.34,3.5,37.8,12,0,0,1,2014,9,Wednesday,16.77,16.81,16.16,17.64,15.32,16.91,21.01,9.74,1.7,8.33,7,43.23,168.57,19.6,75
9/11/2014,0,1.34,4,32.2,15,0,10,0,2014,9,Thursday,11.38,11.66,12.28,11.76,10.47,11.62,14.36,6.61,1.7,0.2,8,42.6,164.23,19.6,40
9/12/2014,2.68,2.67,1,20,19,0,8,1,2014,9,Friday,11.97,10.91,12.47,12.81,10.92,12.01,14.14,5.14,1.7,0.15,16,53.53,164.23,19.6,42
9/13/2014,3,5.36,4.4,56.85,20,0,1,3,2014,9,Saturday,12.21,12.1,12.25,11.51,12.46,11.47,15.23,5.36,1.7,3.42,14,53.6,161.55,19.6,30
9/14/2014,1.34,2,2,19.5,6,0,6,0,2014,9,Sunday,10.5,11.33,11.16,9.94,11.12,9.58,12.56,6.2,1.7,4.51,14,37.58,158.55,19.6,77
9/15/2014,1.34,3,5.4,28.2,9,0,1,0,2014,9,Monday,16.06,17.56,15.03,15.67,14.93,15.79,18.67,9.53,1.7,3.11,15,36.53,157.21,19.6,30
9/16/2014,4,2.68,0,59.3,13,0,0,0,2014,9,Tuesday,16.62,18.19,16.35,15.79,17.48,17.68,19.22,6.71,1.7,0.69,7,60.53,155.87,19.6,66
9/17/2014,2.34,6,4,39.6,11,2,19,4,2014,9,Wednesday,13.62,12.47,13.38,12.67,13.15,13.09,16.44,6.56,1.7,5.14,7,52.92,151.87,19.6,48
9/18/2014,3,2.02,1,44,7,0,0,1,2014,9,Thursday,11.56,12.07,10.47,10.98,11.65,11.49,14.91,6.88,1.7,2.84,12,38.52,149.53,19.6,42
9/19/2014,2,4.34,7.8,23,8,0,22,0,2014,9,Friday,10.22,10.07,10.53,11.14,11.19,10.82,12.29,4.62,1.7,2.27,8,55.33,146.53,19.6,52
9/20/2014,4.34,1.855,4.5,20.6,14,1,2,0,2014,9,Saturday,16.18,17.06,15.23,17.22,16,15.1,20.83,7.64,1.7,3.61,11,51.77,144.53,19.6,52
9/21/2014,1,3.02,6,12.4,7,0,0,3,2014,9,Sunday,12.88,12.28,12.58,12.11,14,12.59,15.55,7.72,1.7,5.45,9,40.12,140.19,19.6,41
9/22/2014,3.34,4,5.5,34.2,10,1,0,2,2014,9,Monday,12.04,12.2,12.79,12.08,12.61,12.08,14.78,7.01,1.7,0,14,38.45,139.19,19.6,60
9/23/2014,3,3.34,5.5,26,10,0,1,2,2014,9,Tuesday,11.95,11.7,12.18,11.17,12,11.34,14.93,6.91,1.7,0.41,9,42.23,135.85,19.6,53
9/24/2014,6,3.34,1.4,24.7,14,0,0,0,2014,9,Wednesday,16.15,15.79,15.8,15.61,17.16,17.15,19.21,8.8,1.7,0.28,19,38.84,132.85,19.6,77
9/25/2014,4.68,6.34,8.2,49.15,15,1,1,5,2014,9,Thursday,15.64,14.64,14.61,16.51,15.77,14.19,18.34,6.67,1.7,2.21,14,54.92,126.85,19.6,77
9/26/2014,4,3.68,3.5,38,22,2,0,1,2014,9,Friday,14.24,14.42,12.97,13.48,14.77,14.95,16.41,5.76,1.7,4.82,6,60.88,122.17,19.6,82
9/27/2014,4,2,6,46.3,18,0,0,4,2014,9,Saturday,16.47,16.6,15.75,15.4,16.04,17.9,20.85,8.19,1.7,1.71,9,50.32,118.17,19.6,49
9/28/2014,0.34,2.68,1,21.2,6,0,0,2,2014,9,Sunday,11.74,12.37,12.7,10.76,12.29,12.44,15.04,5.42,1.7,1.38,17,49.43,114.17,19.6,36
9/29/2014,7,3.68,2.3,29.8,12,0,10,4,2014,9,Monday,11.98,11.74,11.32,11.66,10.98,12.79,15.55,5.19,1.7,0.82,12,55.25,113.83,19.6,79
9/30/2014,10,5.34,4,61.3,10,2,22,2,2014,9,Tuesday,12.08,12.93,12.54,12.2,13.14,12.55,15.23,4.97,1.7,8.65,8,59.35,106.83,19.6,44
10/1/2014,2.34,0,2.4,44,15,0,11,2,2014,10,Wednesday,11,10.09,10.92,11.31,10.95,11.82,13.11,4.85,1.7,4.66,13,53.93,96.83,19.6,72
10/2/2014,2,4.99,5,23.9,11,0,2,1,2014,10,Thursday,7.39,7.3,7.56,7.15,7.31,7.03,9.21,3.95,1.7,1.04,11,45.4,94.49,19.6,30
10/3/2014,4.33,1.34,5.9,44.14,12,0,11,2,2014,10,Friday,8.37,8.15,7.78,8.16,8.41,8.39,10.63,3.92,1.7,1.38,13,51.06,92.49,19.6,59
10/4/2014,4.68,7.766,8,49.9,12,1,25,0,2014,10,Saturday,11.85,10.68,10.72,11.73,11.33,11.56,14.23,5.08,1.7,1.96,7,58.09,88.16,19.6,61
10/5/2014,2,3.34,3,19,1,0,0,3,2014,10,Sunday,9.95,10.54,9.59,10.48,10.9,10.17,12.55,5.8,1.7,4.88,12,39.78,83.48,19.6,49
10/6/2014,5.34,1.365,2.4,69.875,13,1,0,1,2014,10,Monday,9.31,8.57,9.14,8.9,9.96,9.37,11.12,4.33,1.7,3.4,10,53.02,81.48,19.6,56
10/7/2014,3,4.34,2.2,41.7,17,1,5,0,2014,10,Tuesday,9.19,10.01,8.33,9.48,9.64,8.43,11.64,4.33,1.7,7.31,5,54.91,76.14,19.6,43
10/8/2014,3.68,6,7,50,17,0,0,2,2014,10,Wednesday,10.99,11.93,11.26,10.19,10.95,10.5,13.89,6.51,1.7,2.79,16,35.89,73.14,19.6,78
10/9/2014,1,4.69,6,48.2,10,2,5,0,2014,10,Thursday,10.88,11.41,10.76,11.31,11.59,10.47,13.27,5.44,1.7,0.18,8,50.59,69.46,19.6,63
10/10/2014,4.34,2.68,9,28.8,24,3,6,0.5,2014,10,Friday,9.52,8.57,9.27,10.47,9.64,9.55,12.08,5.17,1.7,2.84,17,40.52,68.46,19.6,68
10/11/2014,3.34,3.68,5,35.9,15,0,0,5,2014,10,Saturday,10.07,10.49,9.24,9.6,10.16,10.98,11.8,5.72,1.7,5.58,16,38.53,64.12,19.6,65
10/12/2014,3,0.33,1.5,22.5,7,0,5,2,2014,10,Sunday,8.97,9.52,9.84,9.06,8.84,9.31,11.62,3.73,1.7,2.41,13,56.55,60.78,19.6,72
10/13/2014,1.68,4,6.2,31.9,11,0,1,2,2014,10,Monday,7.15,7.8,7.25,7.02,6.49,7.53,8.72,3.57,1.7,0.92,8,50.66,57.78,19.6,80
10/14/2014,3,5.41,4.8,31.8,7,0,11,0,2014,10,Tuesday,11.58,11.76,10.48,11.63,11.27,12.63,14.98,6.23,1.7,1.03,14,43.13,56.1,19.6,56
10/15/2014,1.33,6.35,3.5,23.7,14,1,2,4,2014,10,Wednesday,11.41,10.53,12.55,11.69,11.71,12.15,13.74,6.25,1.7,2.4,11,44.05,53.1,19.6,46
10/16/2014,6.775,3.5103125,2.9375,58.921875,9.0625,0.625,5,2.1875,2014,10,Thursday,10.91,11.26,10.28,10.89,10.94,11.13,13.51,5.9,1.7,2.89,9,45.98,51.77,19.6,81
10/17/2014,3,2.34,3.4,42,22,3,0,2,2014,10,Friday,11.39,12.23,12.14,11.88,12.26,11.78,14.06,4.6,1.7,6.39,14,57.31,44.995,19.6,67
10/18/2014,4,6,5.5,21.4,24,0,3,2,2014,10,Saturday,10.5,10.36,11.53,10.39,10.24,10.55,13.28,4.77,1.7,1.53,17,50.24,41.995,19.6,80
10/19/2014,3.33,3,2,13.9,9,0,6,1,2014,10,Sunday,8.26,8.31,8.79,7.97,7.96,8.29,10.73,3.89,1.7,2.46,17,48.42,37.995,19.6,75
10/20/2014,3.34,5.66,7.3,35.4,25,2,0,1,2014,10,Monday,7.86,8.14,7.15,7.59,8.12,8.4,9.71,4.1,1.7,0.46,17,42.87,34.665,19.6,76
10/21/2014,2.34,4.34,6.4,14.3,11,0,20,1,2014,10,Tuesday,8.04,7.84,8.66,7.92,8.79,7.27,10.43,4.37,1.7,1.1,18,39.74,31.325,19.6,72
10/22/2014,3.33,2,2.6,20.9,7,0,2,1,2014,10,Wednesday,9.12,9.12,8.39,9.04,8.85,9.26,11.47,5.41,1.7,2.27,8,41.38,244,19.6,68
10/23/2014,1.34,4.33,0,32.2,7,1,0,0,2014,10,Thursday,8.5,8.93,8.59,8.92,9.1,7.99,10.72,4.73,1.7,0.78,18,38.31,240.67,19.6,89
10/24/2014,3.67,2.67,6.3,49.4,18,0,5,1,2014,10,Friday,7.71,7.33,8.13,7.63,7.05,7.05,9.48,4.4,1.7,1.63,7,44.21,239.33,19.6,72
